"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
516010,Melur,Madurai,32878,21889,6699,4.9,16673,16205,1029,4390,2278,2112,1079,4029,12.3,2019,2010,1004,230,0.7,109,121,901,22863,80.3,12873,9990,1289,10231,31.1,8285,1946,4257,1036,3.2,75,961,78,21611,65.7,8313,13298,625,3153,30.8,2103,1050,2003,1910,18.7,1749,161,10863,5174,50.6,4439,735,6039,1135,11.1,958,177,5412,1955,19.1,1085,870,1247,57,0.6,54,3,18000,6,0.1,6,0,0,102,1.0,35,67,522,1546,4.7,1476,70,21086,256,2.5,232,24,9667,2498,24.4,2339,159,14711,583,5.7,576,7,82286,2093,20.5,1524,569,2678
516013,Peraiyur,Madurai,7830,7543,1787,4.4,3982,3848,1035,994,537,457,1175,770,9.8,420,350,1200,0,0.0,0,0,0,4751,69.5,2775,1976,1404,2892,36.9,2175,717,3033,425,5.4,5,420,12,4513,57.6,1802,2711,665,1487,51.4,1031,456,2261,386,13.3,252,134,1881,1019,35.2,892,127,7024,460,15.9,349,111,3144,1013,35.0,668,345,1936,14,0.5,14,0,0,0,0.0,0,0,0,14,0.5,8,6,1333,316,4.0,188,128,1469,56,1.9,56,0,0,458,15.8,448,10,44800,74,2.6,73,1,73000,487,16.8,371,116,3198
516012,Tirumangalam,Madurai,34601,34360,7300,4.7,17464,17137,1019,4269,2228,2041,1092,2341,6.8,1127,1214,928,12,0.0,5,7,714,23734,78.2,13297,10437,1274,11072,32.0,8835,2237,3949,618,1.8,58,560,104,22911,66.2,8571,14340,598,1168,10.5,971,197,4929,3138,28.3,2161,977,2212,6773,61.2,5710,1063,5372,693,6.3,584,109,5358,356,3.2,275,81,3395,112,1.0,105,7,15000,7,0.1,7,0,0,205,1.9,37,168,220,2412,7.0,1634,778,2100,514,4.6,483,31,15581,2840,25.7,2666,174,15322,736,6.6,715,21,34048,3197,28.9,2329,868,2683
516009,Usilampatti,Madurai,26413,19085,5296,5.0,13644,12769,1069,3180,1679,1501,1119,2134,8.1,1068,1066,1002,0,0.0,0,0,0,17590,75.7,10169,7421,1370,8608,32.6,6538,2070,3158,113,0.4,10,103,97,17692,67.0,7096,10596,670,3519,40.9,2289,1230,1861,883,10.3,800,83,9639,4207,48.9,3449,758,4550,1048,12.2,857,191,4487,2422,28.1,1387,1035,1340,48,0.6,45,3,15000,1,0.0,0,1,0,29,0.3,18,11,1636,768,2.9,708,60,11800,85,1.0,74,11,6727,1692,19.7,1586,106,14962,438,5.1,432,6,72000,2077,24.1,1431,646,2215
516006,Periyakulam,Madurai,46744,222590,9770,4.8,23756,22988,1033,5763,3013,2750,1096,5879,12.6,2997,2882,1040,41,0.1,21,20,1050,31892,77.8,17998,13894,1295,15285,32.7,12543,2742,4574,860,1.8,58,802,72,30599,65.5,11155,19444,574,7248,47.4,5466,1782,3067,1172,7.7,1086,86,12628,6867,44.9,5993,874,6857,2437,15.9,2301,136,16919,4766,31.2,3125,1641,1904,43,0.3,38,5,7600,2,0.0,2,0,0,70,0.5,27,43,628,888,1.9,850,38,22368,212,1.4,207,5,41400,2656,17.4,2528,128,19750,1759,11.5,1746,13,134308,2452,16.0,1719,733,2345
516008,Andipatti - Jakkampa,Madurai,19153,55037,4069,4.7,9743,9410,1035,2510,1268,1242,1021,2387,12.5,1214,1173,1035,0,0.0,0,0,0,11738,70.5,7044,4694,1501,6916,36.1,5169,1747,2959,1152,6.0,109,1043,105,11085,57.9,4465,6620,674,1847,26.7,1283,564,2275,2372,34.3,1526,846,1804,2701,39.1,2364,337,7015,311,4.5,256,55,4655,1522,22.0,1013,509,1990,10,0.1,10,0,0,4,0.1,4,0,0,970,14.0,376,594,633,1316,6.9,1064,252,4222,82,1.2,82,0,0,1200,17.4,1156,44,26273,200,2.9,196,4,49000,1301,18.8,1012,289,3502
516007,Theni Allinagaram,Madurai,66050,30105,14615,4.5,34039,32011,1063,8594,4480,4114,1089,8762,13.3,4498,4264,1055,159,0.2,84,75,1120,41778,72.7,24195,17583,1376,23709,35.9,18556,5153,3601,701,1.1,35,666,53,41640,63.0,15448,26192,590,9761,41.2,6686,3075,2174,4230,17.8,3269,961,3402,9728,41.0,8611,1117,7709,1208,5.1,1078,130,8292,8445,35.6,5509,2936,1876,98,0.4,89,9,9889,10,0.0,10,0,0,132,0.6,96,36,2667,3542,5.4,2646,896,2953,546,2.3,517,29,17828,5607,23.6,5324,283,18813,979,4.1,963,16,60188,3142,13.3,2324,818,2841
516001,Bodinayakanur,Madurai,66500,76087,14475,4.6,33832,32668,1036,8035,4175,3860,1082,4900,7.4,2442,2458,993,23,0.0,10,13,769,40595,69.4,23913,16682,1433,25910,39.0,19254,6656,2893,352,0.5,18,334,54,40238,60.5,14560,25678,567,18337,70.8,12571,5766,2180,1354,5.2,1208,146,8274,6240,24.1,5493,747,7353,4085,15.8,3147,938,3355,14108,54.5,9286,4822,1926,123,0.5,120,3,40000,21,0.1,18,3,6000,96,0.4,71,25,2840,889,1.3,781,108,7231,348,1.3,338,10,33800,3357,13.0,3195,162,19722,496,1.9,486,10,48600,2387,9.2,1812,575,3151
516002,Chinnamanur,Madurai,35397,13640,7873,4.5,17976,17421,1032,4693,2415,2278,1060,4859,13.7,2441,2418,1010,0,0.0,0,0,0,21896,71.3,12707,9189,1383,12888,36.4,9819,3069,3199,268,0.8,29,239,121,22241,62.8,8128,14113,576,8215,63.7,5639,2576,2189,837,6.5,766,71,10789,3838,29.8,3416,422,8095,1406,10.9,1258,148,8500,6766,52.5,4340,2426,1789,41,0.3,39,2,19500,2,0.0,2,0,0,60,0.5,49,11,4455,634,1.8,585,49,11939,141,1.1,130,11,11818,1820,14.1,1766,54,32704,501,3.9,500,1,500000,1517,11.8,1150,367,3134
516003,Uttamapalaiyam,Madurai,22703,19062,4794,4.7,11565,11138,1038,2966,1493,1473,1014,2632,11.6,1332,1300,1025,0,0.0,0,0,0,14541,73.7,8361,6180,1353,7598,33.5,5885,1713,3435,684,3.0,5,679,7,14421,63.5,5675,8746,649,4605,60.6,3273,1332,2457,397,5.2,371,26,14269,2599,34.2,2243,356,6301,790,10.4,720,70,10286,3778,49.7,2517,1261,1996,34,0.4,34,0,0,3,0.0,2,1,2000,20,0.3,9,11,818,262,1.2,252,10,25200,112,1.5,108,4,27000,1099,14.5,1057,42,25167,189,2.5,189,0,0,1311,17.3,997,314,3175
516005,Gudalur,Madurai,36593,6602,9331,3.9,18526,18067,1025,4638,2501,2137,1170,2166,5.9,1130,1036,1091,105,0.3,54,51,1059,18073,56.6,11120,6953,1599,19483,53.2,11148,8335,1337,520,1.4,38,482,79,16590,45.3,7340,9250,794,16659,85.5,8801,7858,1120,677,3.5,543,134,4052,2210,11.3,1840,370,4973,2391,12.3,1703,688,2475,14126,72.5,6993,7133,980,79,0.4,69,10,6900,63,0.3,36,27,1333,42,0.2,22,20,1100,407,1.1,325,82,3963,165,0.8,160,5,32000,896,4.6,819,77,10636,118,0.6,115,3,38333,1196,6.1,906,290,3124
516004,Kambam,Madurai,52435,80918,12010,4.4,26507,25928,1022,7025,3562,3463,1029,3559,6.8,1793,1766,1015,21,0.0,12,9,1333,30776,67.8,18163,12613,1440,20481,39.1,14855,5626,2640,828,1.6,40,788,51,31126,59.4,11612,19514,595,13026,63.6,8254,4772,1730,1336,6.5,1242,94,13213,6121,29.9,5361,760,7054,1968,9.6,1654,314,5268,10919,53.3,6464,4455,1451,137,0.7,134,3,44667,2,0.0,2,0,0,91,0.4,59,32,1844,856,1.6,821,35,23457,387,1.9,360,27,13333,3256,15.9,3109,147,21150,718,3.5,716,2,358000,2147,10.5,1536,611,2514
516011,Othakadai,Madurai,8912,56405,1967,4.5,4559,4353,1047,1310,676,634,1066,464,5.2,237,227,1044,0,0.0,0,0,0,5959,78.4,3394,2565,1323,3251,36.5,2646,605,4374,64,0.7,4,60,67,5597,62.8,1909,3688,518,600,18.5,387,213,1817,1419,43.6,1194,225,5307,1242,38.2,1074,168,6393,117,3.6,115,2,57500,460,14.1,252,208,1212,13,0.4,11,2,5500,10,0.3,9,1,9000,8,0.2,4,4,1000,1340,15.0,1135,205,5537,61,1.9,46,15,3067,661,20.3,598,63,9492,185,5.7,182,3,60667,396,12.2,294,102,2882
