"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
503004,Sholinghur,North Arcot Ambedkar,21412,22539,4297,5.0,10781,10631,1014,2879,1511,1368,1105,1136,5.3,531,605,878,234,1.1,113,121,934,13308,71.8,7640,5668,1348,6053,28.3,5268,785,6711,542,2.5,38,504,75,14817,69.2,5475,9342,586,1518,25.1,1099,419,2623,1928,31.9,1860,68,27353,2645,43.7,2346,299,7846,610,10.1,526,84,6262,845,14.0,516,329,1568,25,0.4,20,5,4000,38,0.6,37,1,37000,506,8.4,472,34,13882,1122,5.2,1104,18,61333,262,4.3,247,15,16467,1010,16.7,987,23,42913,437,7.2,434,3,144667,1198,19.8,925,273,3388
503005,Melvisharam,North Arcot Ambedkar,26613,29702,4285,6.2,13052,13561,962,4587,2266,2321,976,2492,9.4,1228,1264,972,0,0.0,0,0,0,12439,56.5,7608,4831,1575,7199,27.1,6505,694,9373,346,1.3,18,328,55,19068,71.6,6529,12539,521,295,4.1,221,74,2986,5109,71.0,4602,507,9077,1796,24.9,1683,113,14894,138,1.9,117,21,5571,145,2.0,95,50,1900,11,0.2,8,3,2667,1,0.0,1,0,0,1922,26.7,1612,310,5200,2984,11.2,2812,172,16349,202,2.8,177,25,7080,1116,15.5,1104,12,92000,157,2.2,157,0,0,523,7.3,422,101,4178
503001,Arakkonam,North Arcot Ambedkar,71928,79391,12826,5.6,36500,35428,1030,9167,4706,4461,1055,16808,23.4,8378,8430,994,1122,1.6,566,556,1018,53014,84.5,29499,23515,1254,17747,24.7,15958,1789,8920,94,0.1,47,47,1000,54087,75.2,20495,33592,610,803,4.5,719,84,8560,4186,23.6,3988,198,20141,12763,71.9,11256,1507,7469,354,2.0,345,9,38333,391,2.2,319,72,4431,53,0.3,50,3,16667,5,0.0,5,0,0,170,1.0,138,32,4313,2982,4.1,2867,115,24930,1029,5.8,978,51,19176,3922,22.1,3743,179,20911,4228,23.8,4106,122,33656,4613,26.0,3407,1206,2825
503003,Kaveripakkam,North Arcot Ambedkar,12756,24625,2381,5.4,6334,6422,986,1718,916,802,1142,1209,9.5,609,600,1015,75,0.6,39,36,1083,7290,66.0,4120,3170,1300,4433,34.8,3348,1085,3086,65,0.5,13,52,250,8258,64.7,2973,5285,563,2614,59.0,1870,744,2513,802,18.1,616,186,3312,1017,22.9,862,155,5561,1230,27.7,1034,196,5276,1354,30.5,811,543,1494,30,0.7,25,5,5000,0,0.0,0,0,0,416,9.4,277,139,1993,276,2.2,231,45,5133,110,2.5,108,2,54000,351,7.9,334,17,19647,80,1.8,79,1,79000,586,13.2,449,137,3277
503002,Panapakkam,North Arcot Ambedkar,8826,13578,1568,5.6,4415,4411,1001,1193,594,599,992,1515,17.2,745,770,968,93,1.1,44,49,898,4979,65.2,3029,1950,1553,2902,32.9,2472,430,5749,280,3.2,13,267,49,5644,63.9,1930,3714,520,914,31.5,745,169,4408,1289,44.4,1096,193,5679,706,24.3,635,71,8944,411,14.2,395,16,24688,482,16.6,334,148,2257,14,0.5,12,2,6000,7,0.2,4,3,1333,636,21.9,533,103,5175,620,7.0,541,79,6848,26,0.9,18,8,2250,358,12.3,347,11,31545,43,1.5,43,0,0,305,10.5,245,60,4083
503007,Pallikondai,North Arcot Ambedkar,18672,18672,3618,5.2,9420,9252,1018,2667,1382,1285,1075,5076,27.2,2456,2620,937,15,0.1,9,6,1500,11516,72.0,6686,4830,1384,5677,30.4,4603,1074,4286,96,0.5,8,88,91,12899,69.1,4809,8090,594,2583,45.5,2022,561,3604,1227,21.6,979,248,3948,1873,33.0,1607,266,6041,667,11.7,647,20,32350,1874,33.0,1335,539,2477,36,0.6,35,1,35000,6,0.1,5,1,5000,401,7.1,291,110,2645,672,3.6,546,126,4333,148,2.6,137,11,12455,826,14.5,800,26,30769,170,3.0,166,4,41500,877,15.4,641,236,2716
503008,Ambur,North Arcot Ambedkar,75911,42056,12231,6.2,37893,38018,997,12364,6414,5950,1078,13064,17.2,6403,6661,961,298,0.4,144,154,935,43753,68.9,24587,19166,1283,21856,28.8,18497,3359,5507,8,0.0,2,6,333,54047,71.2,19394,34653,560,2086,9.5,1760,326,5399,10900,49.9,8962,1938,4624,8874,40.6,7779,1095,7104,650,3.0,625,25,25000,1365,6.2,1075,290,3707,67,0.3,56,11,5091,4,0.0,4,0,0,695,3.2,555,140,3964,9442,12.4,7695,1747,4405,759,3.5,708,51,13882,4763,21.8,4590,173,26532,941,4.3,928,13,71385,3170,14.5,2261,909,2487
503009,Jolarpettai,North Arcot Ambedkar,23719,18162,4775,5.0,11967,11752,1018,3109,1638,1471,1114,4388,18.5,2152,2236,962,88,0.4,47,41,1146,14107,68.4,8277,5830,1420,6674,28.1,5560,1114,4991,475,2.0,17,458,37,16570,69.9,6390,10180,628,1939,29.1,1513,426,3552,1956,29.3,1556,400,3890,2784,41.7,2494,290,8600,709,10.6,537,172,3122,1217,18.2,965,252,3829,8,0.1,8,0,0,5,0.1,3,2,1500,1134,17.0,797,337,2365,529,2.2,471,58,8121,288,4.3,285,3,95000,527,7.9,498,29,17172,1375,20.6,1349,26,51885,882,13.2,647,235,2753
503010,Tirupattur,North Arcot Ambedkar,55282,118631,9018,6.1,28127,27155,1036,7361,3729,3632,1027,6718,12.2,3289,3429,959,236,0.4,119,117,1017,35459,74.0,19981,15478,1291,16193,29.3,14106,2087,6759,388,0.7,4,384,10,38701,70.0,14017,24684,568,496,3.1,446,50,8920,3970,24.5,3451,519,6649,11764,72.6,10240,1524,6719,314,1.9,292,22,13273,69,0.4,50,19,2632,76,0.5,73,3,24333,37,0.2,31,6,5167,1047,6.5,728,319,2282,2456,4.4,2283,173,13197,430,2.7,409,21,19476,6159,38.0,5881,278,21155,1065,6.6,1037,28,37036,4540,28.0,3322,1218,2727
503100,Gudiyattam U.A.,North Arcot Ambedkar,90557,92217,15076,6.0,45431,45126,1007,12181,6182,5999,1031,12947,14.3,6428,6519,986,143,0.2,80,63,1270,53702,68.5,31047,22655,1370,31294,34.6,24120,7174,3362,997,1.1,86,911,94,58266,64.3,21225,37041,573,3021,9.7,2189,832,2631,16520,52.8,11838,4682,2528,11766,37.6,10104,1662,6079,854,2.7,716,138,5188,2092,6.7,1406,686,2050,62,0.2,56,6,9333,13,0.0,11,2,5500,9070,29.0,5735,3335,1720,6815,7.5,5519,1296,4258,622,2.0,573,49,11694,5938,19.0,5589,349,16014,1409,4.5,1392,17,81882,4419,14.1,3123,1296,2410
