"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
510004,Palladam,Coimbatore,22406,16771,5611,4.0,11376,11030,1031,2633,1319,1314,1004,3846,17.2,1931,1915,1008,0,0.0,0,0,0,12978,65.6,7687,5291,1453,9936,44.3,7439,2497,2979,259,1.2,41,218,188,12211,54.5,3896,8315,469,2686,27.0,1515,1171,1294,4040,40.7,3230,810,3988,3211,32.3,2695,516,5223,525,5.3,377,148,2547,2115,21.3,1102,1013,1088,45,0.5,35,10,3500,1,0.0,1,0,0,211,2.1,152,59,2576,3385,15.1,2703,682,3963,443,4.5,374,69,5420,1600,16.1,1375,225,6111,529,5.3,517,12,43083,1082,10.9,803,279,2878
510006,Udumalaippettai,Coimbatore,58678,79188,13470,4.4,29335,29343,1000,6179,3170,3009,1054,5482,9.3,2769,2713,1021,35,0.1,16,19,842,43897,83.6,23770,20127,1181,19846,33.8,16588,3258,5091,167,0.3,20,147,136,38665,65.9,12727,25938,491,1489,7.5,1048,441,2376,6397,32.2,5496,901,6100,11964,60.3,10048,1916,5244,533,2.7,475,58,8190,883,4.4,514,369,1393,69,0.3,55,14,3929,4,0.0,4,0,0,182,0.9,124,58,2138,4907,8.4,4292,615,6979,1304,6.6,1076,228,4719,5463,27.5,5031,432,11646,1837,9.3,1770,67,26418,4664,23.5,3247,1417,2291
510008,Valparai,Coimbatore,106523,2706,25497,4.2,53511,53012,1009,13113,6632,6481,1023,59522,55.9,29472,30050,981,1171,1.1,606,565,1073,66060,70.7,38615,27445,1407,53944,50.6,28289,25655,1103,573,0.5,301,272,1107,52006,48.8,24921,27085,920,40254,74.6,19220,21034,914,8053,14.9,4556,3497,1303,5743,10.6,4598,1145,4016,6,0.0,6,0,0,583,1.1,295,288,1024,39559,73.3,18834,20725,909,106,0.2,85,21,4048,43,0.1,39,4,9750,7029,6.6,3709,3320,1117,875,1.6,723,152,4757,1746,3.2,1628,118,13797,535,1.0,525,10,52500,3462,6.4,2445,1017,2404
510005,Anamalai,Coimbatore,17429,10846,4190,4.2,8636,8793,982,1775,880,895,983,2198,12.6,1099,1099,1000,195,1.1,95,100,950,10603,67.7,6122,4481,1366,8053,46.2,5333,2720,1961,28,0.2,4,24,167,9348,53.6,3299,6049,545,5757,71.5,3391,2366,1433,577,7.2,465,112,4152,1721,21.4,1478,243,6082,978,12.1,746,232,3216,4768,59.2,2635,2133,1235,9,0.1,9,0,0,2,0.0,1,1,1000,115,1.4,66,49,1347,367,2.1,316,51,6196,93,1.2,82,11,7455,658,8.2,603,55,10964,228,2.8,225,3,75000,835,10.4,650,185,3514
510003,Annur,Coimbatore,13851,6929,3476,4.0,7108,6743,1054,1443,740,703,1053,2212,16.0,1127,1085,1039,28,0.2,15,13,1154,7896,63.6,4666,3230,1445,5999,43.3,4459,1540,2895,225,1.6,2,223,9,7627,55.1,2647,4980,532,2713,45.2,1671,1042,1604,1137,19.0,940,197,4772,2152,35.9,1849,303,6102,760,12.7,595,165,3606,1936,32.3,1064,872,1220,14,0.2,11,3,3667,3,0.1,1,2,500,167,2.8,130,37,3514,794,5.7,654,140,4671,173,2.9,155,18,8611,976,16.3,882,94,9383,368,6.1,362,6,60333,808,13.5,605,203,2980
510002,Karamadai,Coimbatore,20065,10033,4997,4.0,10242,9823,1043,2071,1077,994,1084,2857,14.2,1465,1392,1052,5,0.0,3,2,1500,12084,67.2,6998,5086,1376,7348,36.6,6169,1179,5232,117,0.6,0,117,0,12600,62.8,4073,8527,478,1894,25.8,1390,504,2758,2708,36.9,2452,256,9578,2774,37.8,2354,420,5605,531,7.2,453,78,5808,1315,17.9,890,425,2094,20,0.3,20,0,0,28,0.4,27,1,27000,56,0.8,46,10,4600,2168,10.8,2016,152,13263,456,6.2,363,93,3903,1030,14.0,910,120,7583,656,8.9,636,20,31800,1088,14.8,808,280,2886
510001,Mettuppalaiyam,Coimbatore,63479,88165,14045,4.5,32373,31106,1041,7726,3853,3873,995,7748,12.2,3934,3814,1031,41,0.1,20,21,952,40727,73.0,23493,17234,1363,21190,33.4,18319,2871,6381,575,0.9,16,559,29,41714,65.7,14038,27676,507,2781,13.1,2077,704,2950,4791,22.6,4358,433,10065,13622,64.3,11887,1735,6851,513,2.4,466,47,9915,1708,8.1,1180,528,2235,556,2.6,428,128,3344,4,0.0,3,1,3000,305,1.4,254,51,4980,3766,5.9,3514,252,13944,716,3.4,587,129,4550,7001,33.0,6318,683,9250,2986,14.1,2894,92,31457,3635,17.2,2675,960,2786
510007,Kanakkampalaiyam,Coimbatore,8447,14716,2092,4.0,4296,4151,1035,982,499,483,1033,707,8.4,370,337,1098,12,0.1,6,6,1000,5873,78.7,3315,2558,1296,3042,36.0,2417,625,3867,21,0.2,10,11,909,5384,63.7,1869,3515,532,497,16.3,343,154,2227,1673,55.0,1353,320,4228,880,28.9,727,153,4752,97,3.2,85,12,7083,387,12.7,249,138,1804,5,0.2,3,2,1500,8,0.3,6,2,3000,72,2.4,49,23,2130,1293,15.3,1076,217,4959,300,9.9,222,78,2846,323,10.6,297,26,11423,176,5.8,174,2,87000,381,12.5,256,125,2048
510100,Tiruppur U.A.,Coimbatore,306237,33660,74658,4.1,158897,147340,1078,34417,17471,16946,1031,21905,7.2,11094,10811,1026,56,0.0,26,30,867,197140,72.5,116786,80354,1453,134177,43.8,107017,27160,3940,652,0.2,70,582,120,171408,56.0,51810,119598,433,5349,4.0,3701,1648,2246,91476,68.2,71457,20019,3569,37416,27.9,31910,5506,5795,1647,1.2,1407,240,5863,3401,2.5,2047,1354,1512,237,0.2,196,41,4780,64,0.0,51,13,3923,4491,3.3,3411,1080,3158,80135,26.2,62557,17578,3559,6786,5.1,5438,1348,4034,20334,15.2,18389,1945,9454,5013,3.7,4796,217,22101,12069,9.0,8725,3344,2609
510200,Pollachi U.A.,Coimbatore,127132,29738,29782,4.3,64862,62270,1042,13667,6992,6675,1047,14695,11.6,7363,7332,1004,440,0.3,215,225,956,86616,76.3,49011,37605,1303,46766,36.8,38435,8331,4613,602,0.5,56,546,103,79764,62.7,26371,53393,494,7809,16.7,5071,2738,1852,12373,26.5,10158,2215,4586,26614,56.9,23233,3381,6872,1939,4.1,1707,232,7358,5674,12.1,3196,2478,1290,166,0.4,141,25,5640,30,0.1,27,3,9000,1124,2.4,879,245,3588,9088,7.1,7511,1577,4763,2131,4.6,1741,390,4464,13615,29.1,12562,1053,11930,5124,11.0,4987,137,36401,7875,16.8,5684,2191,2594
