"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
508001,Satyamangalam,Periyar,32417,11087,7698,4.2,16580,15837,1047,3501,1829,1672,1094,2830,8.7,1492,1338,1115,329,1.0,180,149,1208,19027,65.8,11006,8021,1372,13008,40.1,10162,2846,3571,286,0.9,27,259,104,19123,59.0,6391,12732,502,5410,41.6,3609,1801,2004,2430,18.7,2174,256,8492,5181,39.8,4390,791,5550,1197,9.2,1059,138,7674,3997,30.7,2369,1628,1455,203,1.6,170,33,5152,13,0.1,11,2,5500,990,7.6,848,142,5972,1156,3.6,1065,91,11703,271,2.1,250,21,11905,2260,17.4,2020,240,8417,1027,7.9,1015,12,84583,1894,14.6,1355,539,2514
508002,Punjai Puliyampatti,Periyar,15075,26127,3684,4.1,7594,7481,1015,1753,908,845,1075,2263,15.0,1139,1124,1013,0,0.0,0,0,0,9223,69.2,5371,3852,1394,5427,36.0,4393,1034,4249,24,0.2,10,14,714,9624,63.8,3191,6433,496,1069,19.7,768,301,2551,1639,30.2,1345,294,4575,2719,50.1,2280,439,5194,264,4.9,241,23,10478,784,14.4,507,277,1830,21,0.4,20,1,20000,0,0.0,0,0,0,332,6.1,277,55,5036,1133,7.5,913,220,4150,174,3.2,155,19,8158,1369,25.2,1204,165,7297,449,8.3,393,56,7018,901,16.6,683,218,3133
508005,Gopichettipalaiyam,Periyar,48364,64399,11849,4.1,24730,23634,1046,5106,2631,2475,1063,4733,9.8,2388,2345,1018,233,0.5,115,118,975,31264,72.3,18070,13194,1370,19158,39.6,14684,4474,3282,333,0.7,14,319,44,28873,59.7,10032,18841,532,5602,29.2,3270,2332,1402,3784,19.8,3303,481,6867,9777,51.0,8116,1661,4886,1062,5.5,804,258,3116,4418,23.1,2353,2065,1139,117,0.6,108,9,12000,5,0.0,5,0,0,389,2.0,257,132,1947,2422,5.0,2224,198,11232,968,5.1,817,151,5411,4294,22.4,3821,473,8078,1351,7.1,1325,26,50962,4132,21.6,2970,1162,2556
508006,Kunnathur,Periyar,6183,8672,1692,3.7,3112,3071,1013,658,331,327,1012,807,13.1,402,405,993,0,0.0,0,0,0,3839,69.5,2279,1560,1461,2536,41.0,2003,533,3758,14,0.2,0,14,0,3633,58.8,1109,2524,439,773,30.5,469,304,1543,784,30.9,701,83,8446,979,38.6,833,146,5705,361,14.2,268,93,2882,403,15.9,192,211,910,9,0.4,9,0,0,0,0.0,0,0,0,16,0.6,8,8,1000,652,10.5,587,65,9031,116,4.6,106,10,10600,485,19.1,415,70,5929,112,4.4,112,0,0,382,15.1,306,76,4026
508008,Ottapparai,Periyar,6423,6914,1690,3.8,3262,3161,1032,577,291,286,1017,453,7.1,230,223,1031,0,0.0,0,0,0,3298,56.4,2116,1182,1790,3175,49.4,2086,1089,1916,87,1.4,8,79,101,3161,49.2,1168,1993,586,220,6.9,124,96,1292,2553,80.4,1611,942,1710,402,12.7,351,51,6882,114,3.6,67,47,1426,93,2.9,50,43,1163,13,0.4,7,6,1167,0,0.0,0,0,0,87,2.7,32,55,582,2291,35.7,1453,838,1734,175,5.5,126,49,2571,200,6.3,180,20,9000,50,1.6,50,0,0,152,4.8,121,31,3903
508009,Chennimalai,Periyar,13453,64062,3455,3.9,6961,6492,1072,1382,737,645,1143,457,3.4,237,220,1077,0,0.0,0,0,0,8402,69.6,5029,3373,1491,5967,44.4,4449,1518,2931,228,1.7,15,213,70,7258,54.0,2497,4761,524,287,4.8,172,115,1496,3566,59.8,2447,1119,2187,2114,35.4,1830,284,6444,124,2.1,86,38,2263,144,2.4,73,71,1028,19,0.3,13,6,2167,0,0.0,0,0,0,481,8.1,323,158,2044,2898,21.5,1984,914,2171,187,3.1,140,47,2979,1038,17.4,939,99,9485,255,4.3,247,8,30875,821,13.8,644,177,3638
508011,Kangayam,Periyar,21259,9589,5387,3.9,10903,10356,1053,2149,1109,1040,1066,2268,10.7,1163,1105,1052,116,0.5,59,57,1035,13355,69.9,7974,5381,1482,8769,41.2,6903,1866,3699,580,2.7,25,555,45,11910,56.0,3975,7935,501,1822,20.8,1164,658,1769,3328,38.0,2608,720,3622,3690,42.1,3195,495,6455,863,9.8,569,294,1935,865,9.9,509,356,1430,23,0.3,22,1,22000,71,0.8,64,7,9143,1192,13.6,831,361,2302,1590,7.5,1326,264,5023,475,5.4,387,88,4398,1628,18.6,1484,144,10306,898,10.2,846,52,16269,1164,13.3,865,299,2893
508012,Dharapuram,Periyar,48393,68936,11145,4.3,24154,24239,996,5508,2889,2619,1103,8787,18.2,4369,4418,989,209,0.4,105,104,1010,32882,76.7,18332,14550,1260,16556,34.2,13199,3357,3932,359,0.7,37,322,115,31478,65.0,10918,20560,531,4425,26.7,2740,1685,1626,2935,17.7,2538,397,6393,9198,55.6,7923,1275,6214,736,4.4,639,97,6588,3571,21.6,1990,1581,1259,116,0.7,109,7,15571,2,0.0,2,0,0,172,1.0,81,91,890,2167,4.5,1930,237,8143,594,3.6,525,69,7609,4015,24.3,3782,233,16232,1536,9.3,1508,28,53857,3647,22.0,2633,1014,2597
508004,Andiyur,Periyar,17524,73941,4097,4.3,9088,8436,1077,1807,909,898,1012,1535,8.8,770,765,1007,15,0.1,10,5,2000,10573,67.3,6386,4187,1525,6603,37.7,5563,1040,5349,387,2.2,26,361,72,10534,60.1,3499,7035,497,827,12.5,693,134,5172,3688,55.9,3071,617,4977,2089,31.6,1799,290,6203,284,4.3,266,18,14778,469,7.1,360,109,3303,73,1.1,67,6,11167,1,0.0,0,1,0,450,6.8,380,70,5429,2985,17.0,2476,509,4864,252,3.8,215,37,5811,931,14.1,861,70,12300,282,4.3,282,0,0,876,13.3,656,220,2982
508010,Chithode,Periyar,6993,12226,1740,4.0,3527,3466,1018,755,374,381,982,684,9.8,338,346,977,4,0.1,1,3,333,4117,66.0,2407,1710,1408,2845,40.7,2227,618,3604,139,2.0,27,112,241,4009,57.3,1273,2736,465,928,32.6,558,370,1508,876,30.8,731,145,5041,1041,36.6,938,103,9107,191,6.7,172,19,9053,711,25.0,363,348,1043,26,0.9,23,3,7667,0,0.0,0,0,0,96,3.4,74,22,3364,682,9.8,574,108,5315,98,3.4,83,15,5533,647,22.7,608,39,15590,138,4.9,130,8,16250,256,9.0,200,56,3571
