"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
513001,Tirumullaivasal,Thanjavur,11551,6692,2299,5.0,5718,5833,980,1745,935,810,1154,1520,13.2,770,750,1027,0,0.0,0,0,0,5204,53.1,3057,2147,1424,4034,34.9,3119,915,3409,1000,8.7,18,982,18,6517,56.4,2581,3936,656,3005,74.5,2404,601,4000,176,4.4,166,10,16600,855,21.2,551,304,1813,670,16.6,581,89,6528,1277,31.7,773,504,1534,1056,26.2,1048,8,131000,2,0.0,2,0,0,31,0.8,22,9,2444,76,0.7,75,1,75000,67,1.7,67,0,0,619,15.3,348,271,1284,37,0.9,37,0,0,199,4.9,166,33,5030
513003,Vaitheeswarankoil,Thanjavur,6490,10519,1448,4.5,3341,3149,1061,849,432,417,1036,1510,23.3,810,700,1157,177,2.7,92,85,1082,4297,76.2,2493,1804,1382,2200,33.9,1890,310,6097,159,2.4,4,155,26,4131,63.7,1447,2684,539,1367,62.1,1126,241,4672,162,7.4,159,3,53000,672,30.5,606,66,9182,563,25.6,535,28,19107,801,36.4,588,213,2761,2,0.1,2,0,0,1,0.0,1,0,0,15,0.7,12,3,4000,64,1.0,64,0,0,82,3.7,82,0,0,245,11.1,226,19,11895,72,3.3,72,0,0,355,16.1,308,47,6553
513002,Sirkazhi,Thanjavur,28980,21789,5815,5.0,14769,14211,1039,3613,1797,1816,990,5979,20.6,2997,2982,1005,101,0.3,51,50,1020,20526,80.9,11556,8970,1288,8505,29.3,7295,1210,6029,336,1.2,15,321,47,20139,69.5,7459,12680,588,3266,38.4,2619,647,4048,1027,12.1,990,37,26757,4217,49.6,3691,526,7017,1113,13.1,1069,44,24295,2090,24.6,1492,598,2495,58,0.7,53,5,10600,5,0.1,5,0,0,66,0.8,49,17,2882,649,2.2,633,16,39563,307,3.6,303,4,75750,1904,22.4,1823,81,22506,412,4.8,405,7,57857,1901,22.4,1463,438,3340
513005,Mayiladuthurai,Thanjavur,76837,68178,15113,5.1,38730,38107,1016,8905,4575,4330,1057,3478,4.5,1637,1841,889,628,0.8,319,309,1032,57136,84.1,31091,26045,1194,22032,28.7,20013,2019,9912,151,0.2,57,94,606,54654,71.1,18660,35994,518,2485,11.3,2306,179,12883,4906,22.3,4704,202,23287,14656,66.5,13018,1638,7947,1321,6.0,1288,33,39030,1041,4.7,903,138,6543,108,0.5,100,8,12500,15,0.1,15,0,0,101,0.5,75,26,2885,3558,4.6,3451,107,32252,1232,5.6,1163,69,16855,6905,31.3,6608,297,22249,1888,8.6,1825,63,28968,5863,26.6,4585,1278,3588
513006,Kuttalam,Thanjavur,12448,18861,2520,4.9,6237,6211,1004,1612,802,810,990,1784,14.3,885,899,984,0,0.0,0,0,0,8804,81.2,4939,3865,1278,3624,29.1,3261,363,8983,333,2.7,67,266,252,8491,68.2,2909,5582,521,1368,37.7,1163,205,5673,608,16.8,578,30,19267,1651,45.6,1523,128,11898,631,17.4,588,43,13674,731,20.2,569,162,3512,3,0.1,3,0,0,3,0.1,3,0,0,62,1.7,53,9,5889,317,2.5,297,20,14850,226,6.2,225,1,225000,766,21.1,752,14,53714,226,6.2,225,1,225000,659,18.2,546,113,4832
513004,Tharangambadi,Thanjavur,18881,9824,3799,5.0,9420,9461,996,2234,1116,1118,998,2300,12.2,1182,1118,1057,3,0.0,2,1,2000,12530,75.3,7016,5514,1272,4996,26.5,4332,664,6524,433,2.3,72,361,199,13452,71.2,5016,8436,595,2516,50.4,2264,252,8984,554,11.1,528,26,20308,1927,38.6,1541,386,3992,531,10.6,514,17,30235,1165,23.3,943,222,4248,819,16.4,806,13,62000,1,0.0,1,0,0,42,0.8,32,10,3200,314,1.7,308,6,51333,197,3.9,187,10,18700,744,14.9,616,128,4813,253,5.1,252,1,252000,930,18.6,673,257,2619
513009,Tirubuvanam,Thanjavur,12820,33737,2610,4.9,6428,6392,1006,1756,856,900,951,1240,9.7,628,612,1026,3,0.0,1,2,500,7708,69.7,4520,3188,1418,5160,40.2,3803,1357,2803,100,0.8,0,100,0,7560,59.0,2625,4935,532,1438,27.9,1048,390,2687,2622,50.8,1821,801,2273,1102,21.4,936,166,5639,519,10.1,516,3,172000,912,17.7,525,387,1357,5,0.1,5,0,0,2,0.0,2,0,0,122,2.4,112,10,11200,2419,18.9,1629,790,2062,79,1.5,78,1,78000,815,15.8,683,132,5174,49,0.9,49,0,0,238,4.6,204,34,6000
513008,Tiruvidaimarudur,Thanjavur,12452,12629,2757,4.5,6188,6264,988,1564,763,801,953,1441,11.6,736,705,1044,51,0.4,24,27,889,8161,75.0,4599,3562,1291,3679,29.5,3109,570,5454,395,3.2,14,381,37,8378,67.3,3065,5313,577,1573,42.8,1246,327,3810,651,17.7,543,108,5028,1457,39.6,1322,135,9793,431,11.7,422,9,46889,1121,30.5,803,318,2525,19,0.5,19,0,0,2,0.1,2,0,0,16,0.4,11,5,2200,530,4.3,429,101,4248,103,2.8,101,2,50500,506,13.8,481,25,19240,146,4.0,142,4,35500,805,21.9,699,106,6594
513007,Aduthurai - Maruthuvakudi,Thanjavur,11304,17391,2301,4.9,5700,5604,1017,1436,683,753,907,1563,13.8,769,794,969,3,0.0,1,2,500,7944,80.5,4472,3472,1288,3339,29.5,2845,494,5759,143,1.3,60,83,723,7822,69.2,2795,5027,556,1784,53.4,1466,318,4610,517,15.5,456,61,7475,1040,31.1,925,115,8043,627,18.8,610,17,35882,1027,30.8,740,287,2578,128,3.8,114,14,8143,2,0.1,2,0,0,156,4.7,115,41,2805,270,2.4,254,16,15875,89,2.7,85,4,21250,477,14.3,462,15,30800,100,3.0,99,1,99000,463,13.9,364,99,3677
513010,Tirunageswaram,Thanjavur,12377,24754,2639,4.7,6191,6186,1001,1720,921,799,1153,1053,8.5,543,510,1065,0,0.0,0,0,0,7402,69.5,4273,3129,1366,4218,34.1,3362,856,3928,219,1.8,29,190,153,7940,64.2,2800,5140,545,1230,29.2,938,292,3212,1864,44.2,1398,466,3000,1124,26.6,1026,98,10469,450,10.7,410,40,10250,773,18.3,521,252,2067,7,0.2,7,0,0,0,0.0,0,0,0,1508,35.8,1083,425,2548,270,2.2,235,35,6714,86,2.0,80,6,13333,576,13.7,548,28,19571,121,2.9,120,1,120000,427,10.1,358,69,5188
