STATE,DISTRICT,SUB-DISTT,TOWN_VILL,WARD,EB,LEVEL,NAME,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
33,22,3,1256400,0,0,VILLAGE,Kattunaval ,Rural,610,2790,1390,1400,382,202,180,1093,521,572,0,0,0,1673,964,709,1117,426,691,1373,802,571,784,567,217,234,171,63,236,124,112,2,1,1,312,271,41,589,235,354,13,6,7,536,205,331,5,1,4,35,23,12,1417,588,829
33,22,3,1256500,0,0,VILLAGE,Valavampatti,Rural,399,1845,935,910,215,104,111,495,255,240,0,0,0,1072,678,394,773,257,516,944,568,376,885,537,348,445,301,144,369,180,189,0,0,0,71,56,15,59,31,28,4,0,4,54,30,24,0,0,0,1,1,0,901,367,534
33,22,3,1256600,0,0,VILLAGE,Sothupalai,Rural,245,1150,561,589,141,61,80,203,105,98,0,0,0,620,396,224,530,165,365,609,352,257,448,322,126,293,219,74,130,84,46,1,0,1,24,19,5,161,30,131,74,8,66,81,19,62,1,0,1,5,3,2,541,209,332
33,22,3,1256700,0,0,VILLAGE,Sundampatti,Rural,748,3488,1701,1787,478,237,241,573,277,296,0,0,0,1998,1202,796,1490,499,991,1996,1033,963,1551,919,632,828,494,334,487,258,229,10,9,1,226,158,68,445,114,331,161,35,126,250,63,187,1,1,0,33,15,18,1492,668,824
33,22,3,1256800,0,0,VILLAGE,Nappugai,Rural,494,2181,1085,1096,275,144,131,116,55,61,0,0,0,1108,613,495,1073,472,601,1175,646,529,709,431,278,328,186,142,257,155,102,0,0,0,124,90,34,466,215,251,14,3,11,430,200,230,0,0,0,22,12,10,1006,439,567
33,22,3,1256900,0,0,VILLAGE,Sengamviduthy,Rural,450,2266,1124,1142,347,174,173,658,333,325,0,0,0,1083,686,397,1183,438,745,1124,588,536,886,486,400,274,257,17,559,197,362,10,0,10,43,32,11,238,102,136,23,4,19,199,88,111,2,0,2,14,10,4,1142,536,606
33,22,3,1257000,0,0,VILLAGE,Kallaakottai,Rural,786,3984,1976,2008,567,298,269,1215,588,627,0,0,0,1968,1154,814,2016,822,1194,2099,1149,950,1952,1117,835,686,450,236,1009,474,535,67,26,41,190,167,23,147,32,115,15,2,13,126,25,101,0,0,0,6,5,1,1885,827,1058
33,22,3,1257100,0,0,VILLAGE,Vellalaviduthy,Rural,548,2710,1336,1374,430,219,211,521,247,274,0,0,0,1280,772,508,1430,564,866,1529,816,713,1268,705,563,831,466,365,270,125,145,15,8,7,152,106,46,261,111,150,5,5,0,231,83,148,1,1,0,24,22,2,1181,520,661
33,22,3,1257200,0,0,VILLAGE,Andanur,Rural,511,2423,1214,1209,399,186,213,210,92,118,0,0,0,1146,719,427,1277,495,782,1529,794,735,1290,677,613,531,303,228,600,276,324,58,28,30,101,70,31,239,117,122,16,8,8,207,99,108,2,0,2,14,10,4,894,420,474
33,22,3,1257300,0,0,VILLAGE,Athangaraividuthy,Rural,458,2071,1071,1000,265,153,112,652,339,313,0,0,0,1054,664,390,1017,407,610,1221,634,587,809,536,273,422,317,105,307,146,161,2,2,0,78,71,7,412,98,314,16,10,6,394,88,306,1,0,1,1,0,1,850,437,413
33,22,3,1257400,0,0,VILLAGE,Thuvar,Rural,734,3643,1828,1815,555,303,252,748,377,371,0,0,0,1693,1004,689,1950,824,1126,2017,1086,931,1613,1022,591,592,417,175,809,438,371,30,20,10,182,147,35,404,64,340,72,19,53,313,35,278,4,1,3,15,9,6,1626,742,884
