STATE,DISTRICT,SUB-DISTT,TOWN_VILL,WARD,EB,LEVEL,NAME,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
33,22,7,0,0,0,TALUK,Aranthangi,Rural,31572,145455,71676,73779,17481,8901,8580,16980,8380,8600,17,12,5,92515,52883,39632,52940,18793,34147,72704,43650,29054,53660,36005,17655,24349,17013,7336,18695,10425,8270,806,510,296,9810,8057,1753,19044,7645,11399,3693,1775,1918,13673,5074,8599,476,111,365,1202,685,517,72751,28026,44725
33,22,7,1286400,0,0,VILLAGE,Maramadakki,Rural,741,3563,1806,1757,389,188,201,113,50,63,0,0,0,2524,1487,1037,1039,319,720,1869,1074,795,1598,981,617,858,550,308,443,207,236,31,27,4,266,197,69,271,93,178,73,17,56,178,69,109,6,1,5,14,6,8,1694,732,962
33,22,7,1286500,0,0,VILLAGE,Tirunalur,Rural,874,4285,2088,2197,461,228,233,85,43,42,0,0,0,2710,1600,1110,1575,488,1087,2413,1318,1095,2277,1267,1010,1328,781,547,842,403,439,8,4,4,99,79,20,136,51,85,12,4,8,109,36,73,7,5,2,8,6,2,1872,770,1102
33,22,7,1286600,0,0,VILLAGE,Paravakkottai  ,Rural,702,3207,1596,1611,321,156,165,6,4,2,0,0,0,1956,1174,782,1251,422,829,1788,1036,752,1516,935,581,639,415,224,578,274,304,16,10,6,283,236,47,272,101,171,2,2,0,235,80,155,1,0,1,34,19,15,1419,560,859
33,22,7,1286700,0,0,VILLAGE,Kurumbur,Rural,794,3907,1897,2010,491,258,233,324,162,162,0,0,0,2237,1307,930,1670,590,1080,2065,1139,926,1394,843,551,588,351,237,609,338,271,8,6,2,189,148,41,671,296,375,73,37,36,546,215,331,3,2,1,49,42,7,1842,758,1084
33,22,7,1286800,0,0,VILLAGE,Sirunattanvayal,Rural,57,245,125,120,28,19,9,0,0,0,0,0,0,161,97,64,84,28,56,100,72,28,28,23,5,19,17,2,2,1,1,3,2,1,4,3,1,72,49,23,0,0,0,69,47,22,2,1,1,1,1,0,145,53,92
33,22,7,1286900,0,0,VILLAGE,Sengamari,Rural,108,532,259,273,48,24,24,151,74,77,0,0,0,327,189,138,205,70,135,275,155,120,93,87,6,53,51,2,2,1,1,0,0,0,38,35,3,182,68,114,1,1,0,178,65,113,0,0,0,3,2,1,257,104,153
33,22,7,1287000,0,0,VILLAGE,Narpavalakkudi,Rural,119,551,242,309,74,31,43,138,62,76,0,0,0,299,159,140,252,83,169,154,127,27,148,121,27,124,101,23,14,11,3,0,0,0,10,9,1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,397,115,282
33,22,7,1287100,0,0,VILLAGE,Chidambaraviduthy  ,Rural,955,4540,2190,2350,558,281,277,231,112,119,0,0,0,2889,1579,1310,1651,611,1040,1649,1267,382,1348,1104,244,631,560,71,338,234,104,68,45,23,311,265,46,301,163,138,32,12,20,239,140,99,10,3,7,20,8,12,2891,923,1968
33,22,7,1287200,0,0,VILLAGE,Tantani,Rural,185,838,437,401,84,48,36,127,65,62,0,0,0,609,359,250,229,78,151,338,265,73,337,264,73,122,115,7,151,99,52,1,1,0,63,49,14,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,500,172,328
