STATE,DISTRICT,SUB-DISTT,TOWN_VILL,WARD,EB,LEVEL,NAME,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
33,22,5,0,0,0,TALUK,Thirumayam,Rural,49960,221244,107853,113391,26057,13219,12838,39123,19217,19906,57,33,24,130873,76093,54780,90371,31760,58611,101608,61046,40562,72065,47944,24121,32142,21019,11123,16540,8419,8121,1737,1007,730,21646,17499,4147,29543,13102,16441,6432,3055,3377,19204,7766,11438,764,221,543,3143,2060,1083,119636,46807,72829
33,22,5,1261500,0,0,VILLAGE,Oliamangalam,Rural,725,3407,1662,1745,443,210,233,669,315,354,0,0,0,1984,1162,822,1423,500,923,1731,920,811,1097,708,389,567,346,221,261,154,107,5,5,0,264,203,61,634,212,422,141,37,104,426,133,293,9,2,7,58,40,18,1676,742,934
33,22,5,1261600,0,0,VILLAGE,Usilampatti,Rural,97,431,201,230,69,31,38,80,38,42,0,0,0,202,124,78,229,77,152,227,99,128,226,98,128,110,49,61,96,35,61,0,0,0,20,14,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,204,102,102
33,22,5,1261700,0,0,VILLAGE,Surapatti,Rural,99,411,186,225,54,23,31,147,67,80,0,0,0,216,135,81,195,51,144,250,102,148,222,102,120,92,48,44,121,45,76,0,0,0,9,9,0,28,0,28,7,0,7,21,0,21,0,0,0,0,0,0,161,84,77
33,22,5,1261800,0,0,VILLAGE,Vadakkirapatti,Rural,17,84,44,40,16,9,7,0,0,0,0,0,0,44,32,12,40,12,28,48,24,24,48,24,24,39,21,18,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,16
33,22,5,1261900,0,0,VILLAGE,Melathanian,Rural,519,2412,1138,1274,309,155,154,218,111,107,0,0,0,1596,872,724,816,266,550,851,586,265,689,543,146,201,159,42,143,71,72,18,9,9,327,304,23,162,43,119,93,17,76,36,5,31,3,0,3,30,21,9,1561,552,1009
33,22,5,1262000,0,0,VILLAGE,Keelathanian,Rural,415,1607,691,916,208,93,115,492,229,263,0,0,0,851,450,401,756,241,515,829,402,427,738,395,343,327,206,121,351,151,200,2,2,0,58,36,22,91,7,84,0,0,0,90,6,84,0,0,0,1,1,0,778,289,489
33,22,5,1262100,0,0,VILLAGE,Kalanivoipatti,Rural,57,254,111,143,40,16,24,57,23,34,0,0,0,121,68,53,133,43,90,130,58,72,88,55,33,85,53,32,0,0,0,0,0,0,3,2,1,42,3,39,5,2,3,37,1,36,0,0,0,0,0,0,124,53,71
33,22,5,1262200,0,0,VILLAGE,Karanapatti,Rural,68,269,114,155,29,13,16,32,17,15,0,0,0,156,84,72,113,30,83,137,53,84,111,46,65,110,45,65,0,0,0,0,0,0,1,1,0,26,7,19,6,2,4,20,5,15,0,0,0,0,0,0,132,61,71
33,22,5,1262300,0,0,VILLAGE,Vellagudi,Rural,56,270,133,137,37,19,18,0,0,0,0,0,0,177,104,73,93,29,64,157,85,72,116,61,55,69,36,33,45,24,21,1,1,0,1,0,1,41,24,17,28,17,11,13,7,6,0,0,0,0,0,0,113,48,65
33,22,5,1262400,0,0,VILLAGE,Seranur,Rural,113,524,266,258,80,41,39,91,54,37,0,0,0,254,164,90,270,102,168,279,149,130,196,103,93,104,55,49,90,46,44,0,0,0,2,2,0,83,46,37,39,22,17,43,23,20,0,0,0,1,1,0,245,117,128
33,22,5,1262500,0,0,VILLAGE,Nallur,Rural,410,1840,924,916,168,92,76,76,35,41,0,0,0,1192,711,481,648,213,435,778,502,276,666,454,212,561,371,190,58,43,15,8,6,2,39,34,5,112,48,64,49,24,25,58,22,36,5,2,3,0,0,0,1062,422,640
33,22,5,1262600,0,0,VILLAGE,Nerinjikudi,Rural,234,1000,488,512,115,59,56,294,146,148,0,0,0,522,329,193,478,159,319,391,266,125,299,253,46,261,224,37,7,5,2,12,5,7,19,19,0,92,13,79,34,3,31,25,3,22,23,0,23,10,7,3,609,222,387
33,22,5,1262700,0,0,VILLAGE,Vellagudi I Bit,Rural,98,370,170,200,62,35,27,153,80,73,0,0,0,188,115,73,182,55,127,162,79,83,162,79,83,144,68,76,9,5,4,4,2,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,91,117
33,22,5,1262800,0,0,VILLAGE,Karaiyur ,Rural,1386,5976,2830,3146,782,399,383,1474,717,757,0,0,0,3172,1821,1351,2804,1009,1795,2848,1553,1295,1539,1115,424,834,591,243,210,109,101,47,24,23,448,391,57,1309,438,871,141,40,101,1103,343,760,11,6,5,54,49,5,3128,1277,1851
33,22,5,1262900,0,0,VILLAGE,Mullipatti,Rural,239,1063,485,578,158,73,85,0,0,0,0,0,0,363,219,144,700,266,434,558,265,293,516,243,273,74,39,35,427,197,230,4,0,4,11,7,4,42,22,20,6,3,3,33,17,16,0,0,0,3,2,1,505,220,285
33,22,5,1263000,0,0,VILLAGE,Avampatti,Rural,107,536,255,281,73,34,39,94,40,54,0,0,0,271,153,118,265,102,163,158,140,18,55,48,7,9,7,2,4,3,1,0,0,0,42,38,4,103,92,11,1,1,0,77,73,4,8,4,4,17,14,3,378,115,263
33,22,5,1263100,0,0,VILLAGE,Vellayakavadampatti,Rural,42,224,111,113,34,21,13,0,0,0,0,0,0,92,52,40,132,59,73,69,63,6,33,30,3,1,1,0,2,2,0,0,0,0,30,27,3,36,33,3,0,0,0,29,26,3,1,1,0,6,6,0,155,48,107
33,22,5,1263200,0,0,VILLAGE,Maravamadurai,Rural,1172,5158,2506,2652,645,318,327,739,362,377,0,0,0,2960,1788,1172,2198,718,1480,2712,1396,1316,1939,1096,843,1058,680,378,593,201,392,14,9,5,274,206,68,773,300,473,265,45,220,360,149,211,7,3,4,141,103,38,2446,1110,1336
33,22,5,1263300,0,0,VILLAGE,Nagarappatti,Rural,474,1801,862,939,169,91,78,144,73,71,0,0,0,1235,690,545,566,172,394,1070,538,532,1010,531,479,690,352,338,184,70,114,22,22,0,114,87,27,60,7,53,15,1,14,40,3,37,1,0,1,4,3,1,731,324,407
33,22,5,1263400,0,0,VILLAGE,Kallampattii,Rural,390,1801,885,916,274,151,123,372,182,190,0,0,0,966,566,400,835,319,516,1016,504,512,957,498,459,752,380,372,108,45,63,26,14,12,71,59,12,59,6,53,17,2,15,38,4,34,0,0,0,4,0,4,785,381,404
33,22,5,1263500,0,0,VILLAGE,Ammankurichi,Rural,418,1695,827,868,208,117,91,113,56,57,0,0,0,1111,640,471,584,187,397,835,483,352,811,476,335,391,243,148,306,137,169,4,3,1,110,93,17,24,7,17,10,0,10,8,1,7,0,0,0,6,6,0,860,344,516
33,22,5,1263600,0,0,VILLAGE,Edayathur,Rural,485,2134,1040,1094,265,134,131,514,249,265,0,0,0,1199,727,472,935,313,622,1092,656,436,1038,634,404,651,388,263,222,110,112,14,13,1,151,123,28,54,22,32,0,0,0,50,19,31,0,0,0,4,3,1,1042,384,658
33,22,5,1263700,0,0,VILLAGE,Semmalapatti,Rural,116,544,274,270,62,32,30,11,6,5,0,0,0,297,191,106,247,83,164,314,158,156,251,134,117,220,111,109,6,1,5,0,0,0,25,22,3,63,24,39,59,22,37,3,1,2,0,0,0,1,1,0,230,116,114
33,22,5,1263800,0,0,VILLAGE,Thenur,Rural,300,1212,583,629,121,58,63,185,97,88,0,0,0,716,426,290,496,157,339,684,354,330,393,229,164,258,122,136,33,19,14,0,0,0,102,88,14,291,125,166,104,39,65,130,43,87,5,2,3,52,41,11,528,229,299
33,22,5,1263900,0,0,VILLAGE,Sathanur,Rural,122,574,295,279,58,29,29,200,99,101,0,0,0,447,256,191,127,39,88,191,142,49,109,104,5,10,10,0,11,11,0,1,1,0,87,82,5,82,38,44,9,9,0,36,20,16,32,4,28,5,5,0,383,153,230
33,22,5,1264000,0,0,VILLAGE,Arasamalai,Rural,286,1537,802,735,171,91,80,297,166,131,0,0,0,898,570,328,639,232,407,619,411,208,299,174,125,13,10,3,258,144,114,2,0,2,26,20,6,320,237,83,67,63,4,247,169,78,4,4,0,2,1,1,918,391,527
33,22,5,1264100,0,0,VILLAGE,Neiveli,Rural,148,651,317,334,76,30,46,188,90,98,0,0,0,331,209,122,320,108,212,327,199,128,56,39,17,48,36,12,1,0,1,1,0,1,6,3,3,271,160,111,145,93,52,120,64,56,6,3,3,0,0,0,324,118,206
33,22,5,1264200,0,0,VILLAGE,Gudalur,Rural,162,646,309,337,69,34,35,204,98,106,0,0,0,312,200,112,334,109,225,436,204,232,50,38,12,0,0,0,2,1,1,46,36,10,2,1,1,386,166,220,375,164,211,6,1,5,5,1,4,0,0,0,210,105,105
