STATE,DISTRICT,SUB-DISTT,TOWN_VILL,WARD,EB,LEVEL,NAME,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
33,22,1,1241500,0,0,VILLAGE,Tennanbadi,Rural,386,1840,911,929,320,168,152,601,296,305,0,0,0,752,460,292,1088,451,637,1073,529,544,838,488,350,322,246,76,353,150,203,29,18,11,134,74,60,235,41,194,19,3,16,195,30,165,4,0,4,17,8,9,767,382,385
33,22,1,1241600,0,0,VILLAGE,Kodumbalur,Rural,1052,4967,2441,2526,708,366,342,1477,715,762,3,1,2,2423,1485,938,2544,956,1588,2802,1440,1362,2421,1355,1066,1005,626,379,578,247,331,116,53,63,722,429,293,381,85,296,141,14,127,216,59,157,8,1,7,16,11,5,2165,1001,1164
33,22,1,1241700,0,0,VILLAGE,Kasavanur,Rural,182,880,430,450,131,60,71,37,17,20,0,0,0,595,345,250,285,85,200,327,260,67,261,225,36,103,96,7,24,12,12,37,29,8,97,88,9,66,35,31,2,2,0,27,7,20,8,3,5,29,23,6,553,170,383
33,22,1,1241800,0,0,VILLAGE,Agarapatti,Rural,607,2966,1521,1445,429,219,210,460,235,225,0,0,0,1402,904,498,1564,617,947,1776,920,856,1755,911,844,821,443,378,685,313,372,139,80,59,110,75,35,21,9,12,4,3,1,12,4,8,5,2,3,0,0,0,1190,601,589
33,22,1,1241900,0,0,VILLAGE,Meenaveli,Rural,578,2837,1438,1399,388,201,187,662,338,324,0,0,0,1431,916,515,1406,522,884,1616,831,785,1374,808,566,956,541,415,277,150,127,10,5,5,131,112,19,242,23,219,49,3,46,188,18,170,2,0,2,3,2,1,1221,607,614
33,22,1,1242000,0,0,VILLAGE,Teravur,Rural,535,2620,1316,1304,400,204,196,772,389,383,0,0,0,1205,763,442,1415,553,862,1553,802,751,1550,799,751,878,475,403,472,194,278,114,72,42,86,58,28,3,3,0,2,2,0,0,0,0,0,0,0,1,1,0,1067,514,553
33,22,1,1242100,0,0,VILLAGE,Ennai,Rural,1131,5617,2790,2827,881,457,424,1893,933,960,0,0,0,2620,1586,1034,2997,1204,1793,2880,1576,1304,2531,1475,1056,611,384,227,941,438,503,166,106,60,813,547,266,349,101,248,73,24,49,237,52,185,10,4,6,29,21,8,2737,1214,1523
33,22,1,1242200,0,0,VILLAGE,Punginipatti,Rural,350,1804,869,935,223,114,109,322,154,168,0,0,0,928,527,401,876,342,534,1171,585,586,828,489,339,357,239,118,107,47,60,47,26,21,317,177,140,343,96,247,108,46,62,103,29,74,120,12,108,12,9,3,633,284,349
33,22,1,1242300,0,0,VILLAGE,Vellanjar,Rural,360,1674,838,836,212,126,86,185,101,84,0,0,0,926,547,379,748,291,457,975,469,506,523,329,194,264,180,84,203,109,94,5,2,3,51,38,13,452,140,312,105,13,92,295,99,196,43,20,23,9,8,1,699,369,330
33,22,1,1242400,0,0,VILLAGE,Vettukkadu,Rural,444,2108,1027,1081,319,183,136,265,127,138,6,3,3,893,540,353,1215,487,728,1063,590,473,1027,570,457,247,154,93,411,186,225,21,12,9,348,218,130,36,20,16,2,0,2,27,15,12,2,2,0,5,3,2,1045,437,608
33,22,1,1242500,0,0,VILLAGE,Rapoosal,Rural,740,3593,1730,1863,551,292,259,517,245,272,0,0,0,1741,1029,712,1852,701,1151,2014,1031,983,1639,916,723,766,428,338,455,200,255,24,15,9,394,273,121,375,115,260,47,12,35,295,85,210,4,2,2,29,16,13,1579,699,880
33,22,1,1242600,0,0,VILLAGE,Keezhakkurichi,Rural,415,1992,1003,989,237,118,119,245,129,116,0,0,0,1306,769,537,686,234,452,1140,616,524,1123,616,507,448,230,218,362,146,216,13,7,6,300,233,67,17,0,17,3,0,3,11,0,11,2,0,2,1,0,1,852,387,465
33,22,1,1242700,0,0,VILLAGE,Perungudipatti,Rural,91,429,223,206,64,36,28,68,35,33,0,0,0,187,120,67,242,103,139,243,132,111,87,79,8,29,29,0,25,23,2,3,3,0,30,24,6,156,53,103,0,0,0,155,52,103,1,1,0,0,0,0,186,91,95
33,22,1,1242800,0,0,VILLAGE,Tayinipatti,Rural,124,602,292,310,76,40,36,99,48,51,0,0,0,391,208,183,211,84,127,288,182,106,119,114,5,40,40,0,37,37,0,9,8,1,33,29,4,169,68,101,0,0,0,166,67,99,2,0,2,1,1,0,314,110,204
33,22,1,1242900,0,0,VILLAGE,Vilathuppatti,Rural,1003,4472,2139,2333,538,267,271,1000,486,514,0,0,0,2821,1595,1226,1651,544,1107,2013,1247,766,1584,1093,491,781,566,215,302,159,143,97,31,66,404,337,67,429,154,275,34,16,18,296,78,218,18,4,14,81,56,25,2459,892,1567
33,22,1,1243000,0,0,VILLAGE,Sithanavasal,Rural,328,1629,805,824,226,127,99,562,275,287,0,0,0,650,400,250,979,405,574,810,504,306,592,479,113,107,105,2,104,74,30,1,1,0,380,299,81,218,25,193,13,5,8,155,11,144,3,1,2,47,8,39,819,301,518
33,22,1,1243100,0,0,VILLAGE,Veerapatti ,Rural,1096,5982,2851,3131,885,466,419,486,232,254,0,0,0,3799,2059,1740,2183,792,1391,2203,1480,723,1627,1244,383,317,211,106,398,239,159,135,85,50,777,709,68,576,236,340,86,37,49,397,126,271,13,6,7,80,67,13,3779,1371,2408
33,22,1,1243200,0,0,VILLAGE,Kadambarayapatti,Rural,245,1189,613,576,166,85,81,390,204,186,0,0,0,564,359,205,625,254,371,567,358,209,450,319,131,214,134,80,99,80,19,3,1,2,134,104,30,117,39,78,7,2,5,80,20,60,3,1,2,27,16,11,622,255,367
33,22,1,1243300,0,0,VILLAGE,Edayapatti,Rural,299,1473,731,742,223,112,111,602,288,314,0,0,0,638,399,239,835,332,503,784,417,367,511,369,142,217,205,12,133,49,84,16,12,4,145,103,42,273,48,225,8,3,5,218,37,181,8,1,7,39,7,32,689,314,375
33,22,1,1243400,0,0,VILLAGE,Alathur,Rural,305,1480,727,753,183,89,94,453,229,224,0,0,0,847,510,337,633,217,416,839,444,395,629,370,259,440,233,207,27,15,12,6,4,2,156,118,38,210,74,136,13,4,9,176,59,117,5,1,4,16,10,6,641,283,358
